Name,IPFamily,Type,IPAddress,Description
CTAS_IP_822,IPv4,IP,213.5.194.56,악성코드 유포지
CTAS_IP_823,IPv4,IP,212.85.166.12,악성코드 유포지
CTAS_IP_824,IPv4,IP,212.233.125.238,악성코드 유포지
CTAS_IP_825,IPv4,IP,212.112.101.200,악성코드 유포지
CTAS_IP_826,IPv4,IP,203.160.56.67,악성코드 유포지
CTAS_IP_827,IPv4,IP,203.83.178.90,악성코드 유포지
CTAS_IP_828,IPv4,IP,202.53.164.214,악성코드 유포지
CTAS_IP_829,IPv4,IP,203.109.201.77,악성코드 유포지
CTAS_IP_830,IPv4,IP,202.4.124.58,악성코드 유포지
CTAS_IP_831,IPv4,IP,202.78.201.3,악성코드 유포지
CTAS_IP_832,IPv4,IP,202.40.178.238,악성코드 유포지
CTAS_IP_833,IPv4,IP,202.5.61.33,악성코드 유포지
CTAS_IP_834,IPv4,IP,202.148.18.221,악성코드 유포지
CTAS_IP_835,IPv4,IP,202.148.5.34,악성코드 유포지
CTAS_IP_836,IPv4,IP,202.148.18.218,악성코드 유포지
CTAS_IP_837,IPv4,IP,202.148.20.138,악성코드 유포지
CTAS_IP_838,IPv4,IP,202.148.18.220,악성코드 유포지
CTAS_IP_839,IPv4,IP,202.131.244.202,악성코드 유포지
CTAS_IP_840,IPv4,IP,201.20.100.30,악성코드 유포지
CTAS_IP_841,IPv4,IP,202.131.234.26,악성코드 유포지
CTAS_IP_842,IPv4,IP,200.69.219.25,악성코드 유포지
CTAS_IP_843,IPv4,IP,197.254.71.110,악성코드 유포지
CTAS_IP_844,IPv4,IP,201.184.231.250,악성코드 유포지
CTAS_IP_845,IPv4,IP,200.118.103.42,악성코드 유포지
CTAS_IP_846,IPv4,IP,200.122.211.138,악성코드 유포지
CTAS_IP_847,IPv4,IP,200.61.163.235,악성코드 유포지
CTAS_IP_848,IPv4,IP,197.159.1.58,악성코드 유포지
CTAS_IP_849,IPv4,IP,188.72.6.218,악성코드 유포지
CTAS_IP_850,IPv4,IP,195.64.182.106,악성코드 유포지
CTAS_IP_851,IPv4,IP,194.187.151.189,악성코드 유포지
CTAS_IP_852,IPv4,IP,194.208.56.60,악성코드 유포지
CTAS_IP_853,IPv4,IP,195.34.91.22,악성코드 유포지
CTAS_IP_854,IPv4,IP,195.144.235.42,악성코드 유포지
CTAS_IP_855,IPv4,IP,195.211.197.30,악성코드 유포지
CTAS_IP_856,IPv4,IP,193.228.135.75,악성코드 유포지
CTAS_IP_857,IPv4,IP,193.106.58.174,악성코드 유포지
CTAS_IP_858,IPv4,IP,190.2.237.104,악성코드 유포지
CTAS_IP_859,IPv4,IP,190.185.119.13,악성코드 유포지
CTAS_IP_860,IPv4,IP,190.128.195.138,악성코드 유포지
CTAS_IP_861,IPv4,IP,190.145.123.18,악성코드 유포지
CTAS_IP_862,IPv4,IP,190.110.204.150,악성코드 유포지
CTAS_IP_863,IPv4,IP,190.104.195.210,악성코드 유포지
CTAS_IP_864,IPv4,IP,190.12.99.194,악성코드 유포지
CTAS_IP_865,IPv4,IP,188.254.255.246,악성코드 유포지
CTAS_IP_866,IPv4,IP,186.42.98.2,악성코드 유포지
CTAS_IP_867,IPv4,IP,188.170.48.204,악성코드 유포지
CTAS_IP_868,IPv4,IP,186.211.153.18,악성코드 유포지
CTAS_IP_869,IPv4,IP,186.154.93.81,악성코드 유포지
CTAS_IP_870,IPv4,IP,185.61.246.225,악성코드 유포지
CTAS_IP_871,IPv4,IP,186.138.107.5,악성코드 유포지
CTAS_IP_872,IPv4,IP,186.125.133.244,악성코드 유포지
CTAS_IP_873,IPv4,IP,186.121.239.114,악성코드 유포지
CTAS_IP_874,IPv4,IP,186.10.26.26,악성코드 유포지
CTAS_IP_875,IPv4,IP,185.23.192.224,악성코드 유포지
CTAS_IP_876,IPv4,IP,185.21.223.166,악성코드 유포지
CTAS_IP_877,IPv4,IP,185.168.227.130,악성코드 유포지
CTAS_IP_878,IPv4,IP,185.162.140.233,악성코드 유포지
CTAS_IP_879,IPv4,IP,182.93.83.124,악성코드 유포지
CTAS_IP_880,IPv4,IP,183.81.156.121,악성코드 유포지
CTAS_IP_881,IPv4,IP,185.118.128.34,악성코드 유포지
CTAS_IP_882,IPv4,IP,184.185.30.182,악성코드 유포지
CTAS_IP_883,IPv4,IP,185.151.108.232,악성코드 유포지
CTAS_IP_884,IPv4,IP,182.253.115.156,악성코드 유포지
CTAS_IP_885,IPv4,IP,176.114.144.145,악성코드 유포지
CTAS_IP_886,IPv4,IP,178.34.177.42,악성코드 유포지
CTAS_IP_887,IPv4,IP,181.55.251.93,악성코드 유포지
CTAS_IP_888,IPv4,IP,181.211.252.34,악성코드 유포지
CTAS_IP_889,IPv4,IP,181.49.47.190,악성코드 유포지
CTAS_IP_890,IPv4,IP,181.129.100.123,악성코드 유포지
CTAS_IP_891,IPv4,IP,181.205.74.178,악성코드 유포지
CTAS_IP_892,IPv4,IP,181.171.188.254,악성코드 유포지
CTAS_IP_893,IPv4,IP,181.112.40.154,악성코드 유포지
CTAS_IP_894,IPv4,IP,178.34.183.162,악성코드 유포지
CTAS_IP_895,IPv4,IP,176.97.190.248,악성코드 유포지
CTAS_IP_896,IPv4,IP,176.97.162.109,악성코드 유포지
CTAS_IP_897,IPv4,IP,178.77.228.166,악성코드 유포지
CTAS_IP_898,IPv4,IP,178.214.241.150,악성코드 유포지
CTAS_IP_899,IPv4,IP,178.188.30.171,악성코드 유포지
CTAS_IP_900,IPv4,IP,178.151.143.2,악성코드 유포지
CTAS_IP_901,IPv4,IP,177.124.61.98,악성코드 유포지
CTAS_IP_902,IPv4,IP,176.65.35.214,악성코드 유포지
CTAS_IP_903,IPv4,IP,168.0.121.1,악성코드 유포지
CTAS_IP_904,IPv4,IP,168.0.121.130,악성코드 유포지
CTAS_IP_905,IPv4,IP,167.250.193.253,악성코드 유포지
CTAS_IP_906,IPv4,IP,160.25.8.42,악성코드 유포지
CTAS_IP_907,IPv4,IP,154.0.129.114,악성코드 유포지
CTAS_IP_908,IPv4,IP,157.85.69.255,악성코드 유포지
CTAS_IP_909,IPv4,IP,151.248.56.14,악성코드 유포지
CTAS_IP_910,IPv4,IP,149.255.10.46,악성코드 유포지
CTAS_IP_911,IPv4,IP,146.120.97.228,악성코드 유포지
CTAS_IP_912,IPv4,IP,146.66.164.51,악성코드 유포지
CTAS_IP_913,IPv4,IP,139.255.67.189,악성코드 유포지
CTAS_IP_914,IPv4,IP,134.249.141.119,악성코드 유포지
CTAS_IP_915,IPv4,IP,131.108.39.235,악성코드 유포지
CTAS_IP_916,IPv4,IP,61.176.118.72,악성코드 유포지
CTAS_IP_917,IPv4,IP,42.180.12.36,악성코드 유포지
CTAS_IP_918,IPv4,IP,27.37.119.62,악성코드 유포지
CTAS_IP_919,IPv4,IP,221.203.147.241,악성코드 유포지
CTAS_IP_920,IPv4,IP,27.37.103.152,악성코드 유포지
CTAS_IP_921,IPv4,IP,175.174.106.223,악성코드 유포지
CTAS_IP_922,IPv4,IP,175.165.82.206,악성코드 유포지
CTAS_IP_923,IPv4,IP,175.147.198.141,악성코드 유포지
CTAS_IP_924,IPv4,IP,123.190.25.220,악성코드 유포지
CTAS_IP_925,IPv4,IP,119.117.252.250,악성코드 유포지
CTAS_IP_926,IPv4,IP,36.232.99.94,피싱
CTAS_IP_927,IPv4,IP,120.50.10.30,악성코드 유포지
CTAS_IP_928,IPv4,IP,120.50.27.182,악성코드 유포지
CTAS_IP_929,IPv4,IP,109.160.87.2,악성코드 유포지
CTAS_IP_930,IPv4,IP,113.221.57.13,악성코드 유포지
CTAS_IP_931,IPv4,IP,117.91.63.194,악성코드 유포지
CTAS_IP_932,IPv4,IP,120.238.254.10,악성코드 유포지
CTAS_IP_933,IPv4,IP,123.190.28.195,악성코드 유포지
CTAS_IP_934,IPv4,IP,175.165.72.73,악성코드 유포지
CTAS_IP_935,IPv4,IP,175.165.81.178,악성코드 유포지
CTAS_IP_936,IPv4,IP,175.9.135.215,악성코드 유포지
CTAS_IP_937,IPv4,IP,182.121.194.203,악성코드 유포지
CTAS_IP_938,IPv4,IP,183.92.204.242,악성코드 유포지
CTAS_IP_939,IPv4,IP,221.15.206.248,악성코드 유포지
CTAS_IP_940,IPv4,IP,222.137.118.218,악성코드 유포지
CTAS_IP_941,IPv4,IP,27.215.180.134,악성코드 유포지
CTAS_IP_942,IPv4,IP,27.37.118.69,악성코드 유포지
CTAS_IP_943,IPv4,IP,42.228.188.200,악성코드 유포지
CTAS_IP_944,IPv4,IP,42.238.118.156,악성코드 유포지
CTAS_IP_945,IPv4,IP,42.53.2.225,악성코드 유포지
CTAS_IP_946,IPv4,IP,42.7.203.201,악성코드 유포지
CTAS_IP_947,IPv4,IP,42.87.220.152,악성코드 유포지
CTAS_IP_948,IPv4,IP,58.255.40.187,악성코드 유포지
CTAS_IP_949,IPv4,IP,103.164.117.74,악성코드 유포지
CTAS_IP_950,IPv4,IP,103.187.151.107,악성코드 유포지
CTAS_IP_951,IPv4,IP,103.30.85.58,악성코드 유포지
CTAS_IP_952,IPv4,IP,114.7.160.114,악성코드 유포지
CTAS_IP_953,IPv4,IP,114.7.20.38,악성코드 유포지
CTAS_IP_954,IPv4,IP,114.7.209.193,악성코드 유포지
CTAS_IP_955,IPv4,IP,123.231.247.114,악성코드 유포지
CTAS_IP_956,IPv4,IP,103.125.163.10,악성코드 유포지
CTAS_IP_957,IPv4,IP,103.164.18.170,악성코드 유포지
CTAS_IP_958,IPv4,IP,103.164.200.170,악성코드 유포지
CTAS_IP_959,IPv4,IP,103.217.215.238,악성코드 유포지
CTAS_IP_960,IPv4,IP,103.217.84.226,악성코드 유포지
CTAS_IP_961,IPv4,IP,103.227.118.45,악성코드 유포지
CTAS_IP_962,IPv4,IP,103.245.10.51,악성코드 유포지
CTAS_IP_963,IPv4,IP,103.36.124.224,악성코드 유포지
CTAS_IP_964,IPv4,IP,103.38.70.37,악성코드 유포지
CTAS_IP_965,IPv4,IP,103.42.201.36,악성코드 유포지
CTAS_IP_966,IPv4,IP,103.50.4.171,악성코드 유포지
CTAS_IP_967,IPv4,IP,103.50.4.174,악성코드 유포지
CTAS_IP_968,IPv4,IP,103.90.205.117,악성코드 유포지
CTAS_IP_969,IPv4,IP,103.90.206.87,악성코드 유포지
CTAS_IP_970,IPv4,IP,125.20.254.34,악성코드 유포지
CTAS_IP_971,IPv4,IP,59.180.162.174,악성코드 유포지
CTAS_IP_972,IPv4,IP,102.216.69.112,악성코드 유포지
CTAS_IP_973,IPv4,IP,103.7.27.90,악성코드 유포지
CTAS_IP_974,IPv4,IP,110.74.207.194,악성코드 유포지
CTAS_IP_975,IPv4,IP,122.201.25.95,악성코드 유포지
CTAS_IP_976,IPv4,IP,103.4.102.81,악성코드 유포지
CTAS_IP_977,IPv4,IP,110.37.23.183,악성코드 유포지
CTAS_IP_978,IPv4,IP,110.93.196.173,악성코드 유포지
CTAS_IP_979,IPv4,IP,116.58.51.90,악성코드 유포지
CTAS_IP_980,IPv4,IP,116.58.78.122,악성코드 유포지
CTAS_IP_981,IPv4,IP,109.245.220.229,악성코드 유포지
CTAS_IP_982,IPv4,IP,109.92.143.90,악성코드 유포지
CTAS_IP_983,IPv4,IP,109.202.63.7,악성코드 유포지
CTAS_IP_984,IPv4,IP,95.72.141.230,악성코드 유포지
CTAS_IP_985,IPv4,IP,109.108.84.121,악성코드 유포지
CTAS_IP_986,IPv4,IP,1.55.243.196,악성코드 유포지
CTAS_IP_987,IPv4,IP,113.190.234.214,악성코드 유포지
CTAS_IP_988,IPv4,IP,111.253.205.160,피싱
CTAS_IP_989,IPv4,IP,111.253.217.85,피싱
CTAS_IP_990,IPv4,IP,111.253.198.202,피싱
CTAS_IP_991,IPv4,IP,103.160.130.7,악성코드 유포지
CTAS_IP_992,IPv4,IP,112.248.112.243,악성코드 유포지
CTAS_IP_993,IPv4,IP,113.237.246.78,악성코드 유포지
CTAS_IP_994,IPv4,IP,113.64.250.2,악성코드 유포지
CTAS_IP_995,IPv4,IP,114.228.189.130,악성코드 유포지
CTAS_IP_996,IPv4,IP,114.228.228.75,악성코드 유포지
CTAS_IP_997,IPv4,IP,115.48.38.160,악성코드 유포지
CTAS_IP_998,IPv4,IP,115.52.30.38,악성코드 유포지
CTAS_IP_999,IPv4,IP,115.54.106.42,악성코드 유포지
CTAS_IP_1000,IPv4,IP,115.58.9.26,악성코드 유포지
CTAS_IP_1001,IPv4,IP,120.84.214.66,악성코드 유포지
CTAS_IP_1002,IPv4,IP,123.10.235.245,악성코드 유포지
CTAS_IP_1003,IPv4,IP,123.14.20.167,악성코드 유포지
CTAS_IP_1004,IPv4,IP,123.8.89.143,악성코드 유포지
CTAS_IP_1005,IPv4,IP,125.44.52.160,악성코드 유포지
CTAS_IP_1006,IPv4,IP,175.148.149.239,악성코드 유포지
CTAS_IP_1007,IPv4,IP,175.148.44.4,악성코드 유포지
CTAS_IP_1008,IPv4,IP,182.113.206.110,악성코드 유포지
CTAS_IP_1009,IPv4,IP,182.117.78.128,악성코드 유포지
CTAS_IP_1010,IPv4,IP,182.119.35.21,악성코드 유포지
CTAS_IP_1011,IPv4,IP,182.119.57.66,악성코드 유포지
CTAS_IP_1012,IPv4,IP,182.123.208.45,악성코드 유포지
CTAS_IP_1013,IPv4,IP,219.154.183.120,악성코드 유포지
CTAS_IP_1014,IPv4,IP,219.157.20.35,악성코드 유포지
CTAS_IP_1015,IPv4,IP,219.157.53.85,악성코드 유포지
CTAS_IP_1016,IPv4,IP,221.15.1.175,악성코드 유포지
CTAS_IP_1017,IPv4,IP,222.140.156.184,악성코드 유포지
CTAS_IP_1018,IPv4,IP,222.141.46.237,악성코드 유포지
CTAS_IP_1019,IPv4,IP,27.215.215.125,악성코드 유포지
CTAS_IP_1020,IPv4,IP,42.227.203.243,악성코드 유포지
CTAS_IP_1021,IPv4,IP,42.229.145.206,악성코드 유포지
CTAS_IP_1022,IPv4,IP,42.235.85.89,악성코드 유포지
CTAS_IP_1023,IPv4,IP,42.235.91.183,악성코드 유포지
CTAS_IP_1024,IPv4,IP,42.238.121.214,악성코드 유포지
CTAS_IP_1025,IPv4,IP,42.56.132.60,악성코드 유포지
CTAS_IP_1026,IPv4,IP,196.191.231.12,악성코드 유포지
CTAS_IP_1027,IPv4,IP,36.70.231.171,악성코드 유포지
CTAS_IP_1028,IPv4,IP,120.28.216.187,악성코드 유포지
CTAS_IP_1029,IPv4,IP,120.28.219.218,악성코드 유포지
CTAS_IP_1030,IPv4,IP,110.36.88.208,악성코드 유포지
CTAS_IP_1031,IPv4,IP,110.36.93.217,악성코드 유포지
CTAS_IP_1032,IPv4,IP,110.37.107.41,악성코드 유포지
CTAS_IP_1033,IPv4,IP,110.37.39.88,악성코드 유포지
CTAS_IP_1034,IPv4,IP,110.37.40.14,악성코드 유포지
CTAS_IP_1035,IPv4,IP,110.37.86.252,악성코드 유포지
CTAS_IP_1036,IPv4,IP,110.38.198.81,악성코드 유포지
CTAS_IP_1037,IPv4,IP,213.87.112.128,악성코드 유포지
CTAS_IP_1038,IPv4,IP,46.147.44.81,악성코드 유포지
CTAS_IP_1039,IPv4,IP,93.190.19.101,악성코드 유포지
CTAS_IP_1040,IPv4,IP,101.108.13.91,악성코드 유포지
CTAS_IP_1041,IPv4,IP,113.53.125.151,악성코드 유포지
CTAS_IP_1042,IPv4,IP,47.216.198.156,악성코드 유포지
CTAS_IP_1043,IPv4,IP,113.191.207.19,악성코드 유포지
CTAS_IP_1044,IPv4,IP,104.233.156.107,악성앱 정보유출지
CTAS_IP_1045,IPv4,IP,104.233.156.108,악성앱 정보유출지
CTAS_IP_1046,IPv4,IP,1.164.184.25,피싱
CTAS_IP_1047,IPv4,IP,36.232.91.224,피싱
CTAS_IP_1048,IPv4,IP,36.232.121.242,피싱
CTAS_IP_1049,IPv4,IP,36.232.113.20,피싱
CTAS_IP_1050,IPv4,IP,36.232.110.15,피싱
CTAS_IP_1051,IPv4,IP,111.253.216.121,피싱
CTAS_IP_1052,IPv4,IP,111.253.214.78,피싱
CTAS_IP_1053,IPv4,IP,1.164.164.67,피싱
CTAS_IP_1054,IPv4,IP,111.253.193.249,피싱
CTAS_IP_1055,IPv4,IP,111.253.209.10,피싱
CTAS_IP_1056,IPv4,IP,1.164.182.172,피싱
CTAS_IP_1057,IPv4,IP,1.164.184.46,피싱
CTAS_IP_1058,IPv4,IP,111.253.216.227,피싱
CTAS_IP_1059,IPv4,IP,1.164.184.69,피싱
CTAS_IP_1060,IPv4,IP,45.251.136.187,피싱
CTAS_IP_1061,IPv4,IP,45.14.12.42,정보유출지
CTAS_IP_1062,IPv4,IP,91.239.78.54,악성앱 유포지
CTAS_IP_1063,IPv4,IP,111.253.206.212,피싱
CTAS_IP_1064,IPv4,IP,36.232.80.73,피싱
CTAS_IP_1065,IPv4,IP,36.232.87.98,피싱
CTAS_IP_1066,IPv4,IP,36.232.87.25,피싱
CTAS_IP_1067,IPv4,IP,114.41.19.18,피싱
CTAS_IP_1068,IPv4,IP,36.232.122.78,피싱
CTAS_IP_1069,IPv4,IP,36.232.76.96,피싱
CTAS_IP_1070,IPv4,IP,157.230.252.182,피싱
CTAS_IP_1071,IPv4,IP,118.251.13.30,악성코드 유포지
CTAS_IP_1072,IPv4,IP,222.124.55.79,악성코드 유포지
CTAS_IP_1073,IPv4,IP,61.53.140.216,악성코드 유포지
CTAS_IP_1074,IPv4,IP,123.7.238.71,악성코드 유포지
CTAS_IP_1075,IPv4,IP,175.148.156.110,악성코드 유포지
CTAS_IP_1076,IPv4,IP,111.253.214.142,피싱
CTAS_IP_1077,IPv4,IP,111.253.194.89,피싱
CTAS_IP_1078,IPv4,IP,196.251.107.24,악성코드 유포지
CTAS_IP_1079,IPv4,IP,206.119.180.77,악성앱 정보유출지
CTAS_IP_1080,IPv4,IP,36.232.104.72,피싱
CTAS_IP_1081,IPv4,IP,36.232.94.118,피싱
CTAS_IP_1082,IPv4,IP,79.24.141.59,악성코드 유포지
CTAS_IP_1083,IPv4,IP,59.58.42.199,악성코드 유포지
CTAS_IP_1084,IPv4,IP,39.90.241.16,악성코드 유포지
CTAS_IP_1085,IPv4,IP,27.215.102.130,악성코드 유포지
CTAS_IP_1086,IPv4,IP,27.153.152.89,악성코드 유포지
CTAS_IP_1087,IPv4,IP,182.117.160.77,악성코드 유포지
CTAS_IP_1088,IPv4,IP,182.240.197.180,악성코드 유포지
CTAS_IP_1089,IPv4,IP,123.173.87.161,악성코드 유포지
CTAS_IP_1090,IPv4,IP,117.235.117.8,악성코드 유포지
CTAS_IP_1091,IPv4,IP,110.37.99.117,악성코드 유포지
CTAS_IP_1092,IPv4,IP,110.37.97.71,악성코드 유포지
CTAS_IP_1093,IPv4,IP,123.132.164.209,악성코드 유포지
CTAS_IP_1094,IPv4,IP,110.37.85.16,악성코드 유포지
CTAS_IP_1095,IPv4,IP,61.52.46.117,악성코드 유포지
CTAS_IP_1096,IPv4,IP,61.54.207.122,악성코드 유포지
CTAS_IP_1097,IPv4,IP,61.53.86.96,악성코드 유포지
CTAS_IP_1098,IPv4,IP,61.52.159.21,악성코드 유포지
CTAS_IP_1099,IPv4,IP,61.52.158.229,악성코드 유포지
CTAS_IP_1100,IPv4,IP,61.52.110.33,악성코드 유포지
CTAS_IP_1101,IPv4,IP,59.183.109.83,악성코드 유포지
CTAS_IP_1102,IPv4,IP,42.239.229.133,악성코드 유포지
CTAS_IP_1103,IPv4,IP,39.74.235.15,악성코드 유포지
CTAS_IP_1104,IPv4,IP,42.227.197.21,악성코드 유포지
CTAS_IP_1105,IPv4,IP,42.234.72.238,악성코드 유포지
CTAS_IP_1106,IPv4,IP,42.231.88.121,악성코드 유포지
CTAS_IP_1107,IPv4,IP,39.187.66.101,악성코드 유포지
CTAS_IP_1108,IPv4,IP,27.32.255.147,악성코드 유포지
CTAS_IP_1109,IPv4,IP,27.194.84.206,악성코드 유포지
CTAS_IP_1110,IPv4,IP,222.139.108.152,악성코드 유포지
CTAS_IP_1111,IPv4,IP,222.140.179.126,악성코드 유포지
CTAS_IP_1112,IPv4,IP,182.123.210.161,악성코드 유포지
CTAS_IP_1113,IPv4,IP,182.126.199.135,악성코드 유포지
CTAS_IP_1114,IPv4,IP,182.115.175.61,악성코드 유포지
CTAS_IP_1115,IPv4,IP,182.113.6.59,악성코드 유포지
CTAS_IP_1116,IPv4,IP,182.112.28.152,악성코드 유포지
CTAS_IP_1117,IPv4,IP,123.13.103.228,악성코드 유포지
CTAS_IP_1118,IPv4,IP,123.129.133.199,악성코드 유포지
CTAS_IP_1119,IPv4,IP,123.11.55.251,악성코드 유포지
CTAS_IP_1120,IPv4,IP,120.61.240.186,악성코드 유포지
CTAS_IP_1121,IPv4,IP,117.254.101.75,악성코드 유포지
CTAS_IP_1122,IPv4,IP,117.198.198.94,악성코드 유포지
CTAS_IP_1123,IPv4,IP,115.48.151.224,악성코드 유포지
CTAS_IP_1124,IPv4,IP,115.50.225.45,악성코드 유포지
CTAS_IP_1125,IPv4,IP,115.61.40.17,악성코드 유포지
CTAS_IP_1126,IPv4,IP,115.61.115.85,악성코드 유포지
CTAS_IP_1127,IPv4,IP,112.225.149.112,악성코드 유포지
CTAS_IP_1128,IPv4,IP,115.50.222.3,악성코드 유포지
CTAS_IP_1129,IPv4,IP,115.55.246.34,악성코드 유포지
CTAS_IP_1130,IPv4,IP,112.240.251.159,악성코드 유포지
CTAS_IP_1131,IPv4,IP,112.238.57.118,악성코드 유포지
CTAS_IP_1132,IPv4,IP,110.37.66.90,악성코드 유포지
CTAS_IP_1133,IPv4,IP,110.36.95.252,악성코드 유포지
CTAS_IP_1134,IPv4,IP,110.36.70.238,악성코드 유포지
CTAS_IP_1135,IPv4,IP,118.179.121.235,악성코드 유포지
CTAS_IP_1136,IPv4,IP,58.255.47.212,악성코드 유포지
CTAS_IP_1137,IPv4,IP,60.23.238.21,악성코드 유포지
CTAS_IP_1138,IPv4,IP,61.137.147.126,악성코드 유포지
CTAS_IP_1139,IPv4,IP,60.22.19.229,악성코드 유포지
CTAS_IP_1140,IPv4,IP,42.56.163.142,악성코드 유포지
CTAS_IP_1141,IPv4,IP,42.53.62.183,악성코드 유포지
CTAS_IP_1142,IPv4,IP,175.173.84.220,악성코드 유포지
CTAS_IP_1143,IPv4,IP,175.167.187.230,악성코드 유포지
CTAS_IP_1144,IPv4,IP,175.150.21.57,악성코드 유포지
CTAS_IP_1145,IPv4,IP,175.150.90.184,악성코드 유포지
CTAS_IP_1146,IPv4,IP,175.165.79.91,악성코드 유포지
CTAS_IP_1147,IPv4,IP,175.146.154.138,악성코드 유포지
CTAS_IP_1148,IPv4,IP,119.117.102.67,악성코드 유포지
CTAS_IP_1149,IPv4,IP,116.138.205.105,악성코드 유포지
CTAS_IP_1150,IPv4,IP,113.239.255.167,악성코드 유포지
CTAS_IP_1151,IPv4,IP,1.163.204.212,피싱
CTAS_IP_1152,IPv4,IP,111.253.216.89,피싱
CTAS_IP_1153,IPv4,IP,111.253.196.86,피싱
CTAS_IP_1154,IPv4,IP,36.232.90.190,피싱
CTAS_IP_1155,IPv4,IP,1.163.234.49,피싱
CTAS_IP_1156,IPv4,IP,111.253.212.150,피싱
CTAS_IP_1157,IPv4,IP,36.232.91.187,피싱
CTAS_IP_1158,IPv4,IP,36.232.89.57,피싱
CTAS_IP_1159,IPv4,IP,1.164.161.68,피싱
CTAS_IP_1160,IPv4,IP,111.253.214.159,피싱
CTAS_IP_1161,IPv4,IP,111.253.213.12,피싱
CTAS_IP_1162,IPv4,IP,1.163.232.153,피싱
CTAS_IP_1163,IPv4,IP,36.232.73.177,피싱
CTAS_IP_1164,IPv4,IP,111.253.213.19,피싱
CTAS_IP_1165,IPv4,IP,1.164.181.49,피싱
CTAS_IP_1166,IPv4,IP,38.190.222.221,악성앱 정보유출지
CTAS_IP_1167,IPv4,IP,1.164.180.221,피싱
CTAS_IP_1168,IPv4,IP,111.253.203.27,피싱
CTAS_IP_1169,IPv4,IP,111.253.214.94,피싱
CTAS_IP_1170,IPv4,IP,36.232.99.36,피싱
CTAS_IP_1171,IPv4,IP,111.253.214.47,피싱
CTAS_IP_1172,IPv4,IP,36.232.82.163,피싱
CTAS_IP_1173,IPv4,IP,36.232.125.98,피싱
CTAS_IP_1174,IPv4,IP,1.168.175.87,피싱
CTAS_IP_1175,IPv4,IP,117.131.92.150,악성코드 유포지
CTAS_IP_1176,IPv4,IP,175.9.132.163,악성코드 유포지
CTAS_IP_1177,IPv4,IP,42.233.244.19,악성코드 유포지
CTAS_IP_1178,IPv4,IP,125.44.252.209,악성코드 유포지
CTAS_IP_1179,IPv4,IP,123.10.230.211,악성코드 유포지
CTAS_IP_1180,IPv4,IP,123.235.95.85,악성코드 유포지
CTAS_IP_1181,IPv4,IP,58.255.44.24,악성코드 유포지
CTAS_IP_1182,IPv4,IP,221.202.107.240,악성코드 유포지
CTAS_IP_1183,IPv4,IP,163.142.95.53,악성코드 유포지
CTAS_IP_1184,IPv4,IP,110.37.91.29,악성코드 유포지
CTAS_IP_1185,IPv4,IP,125.231.27.185,피싱
CTAS_IP_1186,IPv4,IP,36.232.121.163,피싱
CTAS_IP_1187,IPv4,IP,36.232.111.229,피싱
CTAS_IP_1188,IPv4,IP,87.120.191.32,악성코드 유포지
CTAS_IP_1189,IPv4,IP,42.224.255.76,악성코드 유포지
CTAS_IP_1190,IPv4,IP,222.219.4.21,악성코드 유포지
CTAS_IP_1191,IPv4,IP,182.96.163.254,악성코드 유포지
CTAS_IP_1192,IPv4,IP,122.157.69.173,악성코드 유포지
CTAS_IP_1193,IPv4,IP,123.179.234.175,악성코드 유포지
CTAS_IP_1194,IPv4,IP,123.146.189.28,악성코드 유포지
CTAS_IP_1195,IPv4,IP,121.231.137.46,악성코드 유포지
CTAS_IP_1196,IPv4,IP,121.238.128.82,악성코드 유포지
CTAS_IP_1197,IPv4,IP,121.228.68.41,악성코드 유포지
CTAS_IP_1198,IPv4,IP,116.149.28.146,악성코드 유포지
CTAS_IP_1199,IPv4,IP,113.75.76.23,악성코드 유포지
CTAS_IP_1200,IPv4,IP,112.254.87.147,악성코드 유포지
CTAS_IP_1201,IPv4,IP,219.156.176.247,악성코드 유포지
CTAS_IP_1202,IPv4,IP,222.140.216.28,악성코드 유포지
CTAS_IP_1203,IPv4,IP,182.114.194.200,악성코드 유포지
CTAS_IP_1204,IPv4,IP,123.12.47.238,악성코드 유포지
CTAS_IP_1205,IPv4,IP,125.41.183.37,악성코드 유포지
CTAS_IP_1206,IPv4,IP,115.58.91.230,악성코드 유포지
CTAS_IP_1207,IPv4,IP,61.52.58.181,악성코드 유포지
CTAS_IP_1208,IPv4,IP,61.53.138.202,악성코드 유포지
CTAS_IP_1209,IPv4,IP,42.226.76.67,악성코드 유포지
CTAS_IP_1210,IPv4,IP,42.239.154.160,악성코드 유포지
CTAS_IP_1211,IPv4,IP,42.228.232.155,악성코드 유포지
CTAS_IP_1212,IPv4,IP,42.237.25.222,악성코드 유포지
CTAS_IP_1213,IPv4,IP,42.227.32.132,악성코드 유포지
CTAS_IP_1214,IPv4,IP,42.224.100.120,악성코드 유포지
CTAS_IP_1215,IPv4,IP,218.59.12.92,악성코드 유포지
CTAS_IP_1216,IPv4,IP,222.142.249.29,악성코드 유포지
CTAS_IP_1217,IPv4,IP,182.119.229.216,악성코드 유포지
CTAS_IP_1218,IPv4,IP,221.13.235.193,악성코드 유포지
CTAS_IP_1219,IPv4,IP,221.14.46.93,악성코드 유포지
CTAS_IP_1220,IPv4,IP,219.155.95.119,악성코드 유포지
CTAS_IP_1221,IPv4,IP,182.127.152.97,악성코드 유포지
CTAS_IP_1222,IPv4,IP,125.40.158.234,악성코드 유포지
